cell_type	target	filetype	download_link	source	assembly
K562	ZNF384	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF657QMO/@@download/ENCFF657QMO.bigWig	ENCODE	hg19
K562	BMI1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF811XCV/@@download/ENCFF811XCV.bigBed	ENCODE	hg19
K562	BMI1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF514QBY/@@download/ENCFF514QBY.bigWig	ENCODE	hg19
K562	CTCF	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF442VVV/@@download/ENCFF442VVV.bigBed	ENCODE	hg19
K562	CTCF	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF933ZLL/@@download/ENCFF933ZLL.bigWig	ENCODE	hg19
K562	BDP1	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF738LIL/@@download/ENCFF738LIL.bigBed	ENCODE	hg19
K562	SIN3A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF124XAU/@@download/ENCFF124XAU.bigBed	ENCODE	hg19
K562	SIN3A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF783JQV/@@download/ENCFF783JQV.bigWig	ENCODE	hg19
K562	C11orf30	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF826NFI/@@download/ENCFF826NFI.bigBed	ENCODE	hg19
K562	C11orf30	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF219HQE/@@download/ENCFF219HQE.bigWig	ENCODE	hg19
K562	MNT	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF852NNM/@@download/ENCFF852NNM.bigBed	ENCODE	hg19
K562	MNT	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF638KYE/@@download/ENCFF638KYE.bigWig	ENCODE	hg19
K562	TRIM24	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF549QFS/@@download/ENCFF549QFS.bigBed	ENCODE	hg19
K562	TRIM24	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF868YDK/@@download/ENCFF868YDK.bigWig	ENCODE	hg19
K562	BRCA1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF352HZZ/@@download/ENCFF352HZZ.bigBed	ENCODE	hg19
K562	BRCA1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF279WBA/@@download/ENCFF279WBA.bigWig	ENCODE	hg19
K562	MCM3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF394PVD/@@download/ENCFF394PVD.bigBed	ENCODE	hg19
K562	MCM3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF332WPW/@@download/ENCFF332WPW.bigWig	ENCODE	hg19
K562	TOE1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF144HGF/@@download/ENCFF144HGF.bigBed	ENCODE	hg19
K562	TOE1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF446MIL/@@download/ENCFF446MIL.bigWig	ENCODE	hg19
K562	ZBTB8A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF272SYI/@@download/ENCFF272SYI.bigBed	ENCODE	hg19
K562	ZBTB8A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF232LHF/@@download/ENCFF232LHF.bigWig	ENCODE	hg19
K562	CSDE1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF216NZK/@@download/ENCFF216NZK.bigBed	ENCODE	hg19
K562	CSDE1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF088LLN/@@download/ENCFF088LLN.bigWig	ENCODE	hg19
K562	POLR2A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF742EGO/@@download/ENCFF742EGO.bigBed	ENCODE	hg19
K562	POLR2A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF519VFR/@@download/ENCFF519VFR.bigWig	ENCODE	hg19
K562	ZNF830	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF081IPO/@@download/ENCFF081IPO.bigBed	ENCODE	hg19
K562	ZNF830	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF458WXS/@@download/ENCFF458WXS.bigWig	ENCODE	hg19
K562	YBX3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF803RBG/@@download/ENCFF803RBG.bigBed	ENCODE	hg19
K562	YBX3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF889PGD/@@download/ENCFF889PGD.bigWig	ENCODE	hg19
K562	ZNF184	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF554LHL/@@download/ENCFF554LHL.bigBed	ENCODE	hg19
K562	ZNF184	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF806QJB/@@download/ENCFF806QJB.bigWig	ENCODE	hg19
K562	ZSCAN29	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF053QEX/@@download/ENCFF053QEX.bigBed	ENCODE	hg19
K562	ZSCAN29	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF935GAH/@@download/ENCFF935GAH.bigWig	ENCODE	hg19
K562	CHAMP1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF448WLP/@@download/ENCFF448WLP.bigBed	ENCODE	hg19
K562	CHAMP1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF775ZMD/@@download/ENCFF775ZMD.bigWig	ENCODE	hg19
K562	XRCC3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF265SHZ/@@download/ENCFF265SHZ.bigBed	ENCODE	hg19
K562	XRCC3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF660YEV/@@download/ENCFF660YEV.bigWig	ENCODE	hg19
K562	ARNT	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF038XDZ/@@download/ENCFF038XDZ.bigBed	ENCODE	hg19
K562	ARNT	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF738ADF/@@download/ENCFF738ADF.bigWig	ENCODE	hg19
K562	NCOA4	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF437DMQ/@@download/ENCFF437DMQ.bigBed	ENCODE	hg19
K562	NCOA4	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF452BMC/@@download/ENCFF452BMC.bigWig	ENCODE	hg19
K562	RNF2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF227XXB/@@download/ENCFF227XXB.bigBed	ENCODE	hg19
K562	RNF2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF071CIY/@@download/ENCFF071CIY.bigWig	ENCODE	hg19
K562	HNRNPH1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF968BHS/@@download/ENCFF968BHS.bigBed	ENCODE	hg19
K562	HNRNPH1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF424LYB/@@download/ENCFF424LYB.bigWig	ENCODE	hg19
K562	NR3C1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF920ZAF/@@download/ENCFF920ZAF.bigBed	ENCODE	hg19
K562	NR3C1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF720NCF/@@download/ENCFF720NCF.bigWig	ENCODE	hg19
K562	ZBTB7A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF695ASQ/@@download/ENCFF695ASQ.bigBed	ENCODE	hg19
K562	ZBTB7A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF457PSO/@@download/ENCFF457PSO.bigWig	ENCODE	hg19
K562	TBP	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF942JYP/@@download/ENCFF942JYP.bigBed	ENCODE	hg19
K562	TBP	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF752GLM/@@download/ENCFF752GLM.bigWig	ENCODE	hg19
K562	H3K4me3	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF527CMN/@@download/ENCFF527CMN.bigBed	ENCODE	hg19
K562	H3K4me3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF291SWG/@@download/ENCFF291SWG.bigWig	ENCODE	hg19
K562	GATA1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF097EXZ/@@download/ENCFF097EXZ.bigBed	ENCODE	hg19
K562	GATA1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF833CBY/@@download/ENCFF833CBY.bigWig	ENCODE	hg19
K562	SRSF9	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF265WRU/@@download/ENCFF265WRU.bigBed	ENCODE	hg19
K562	SRSF9	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF878SUX/@@download/ENCFF878SUX.bigWig	ENCODE	hg19
K562	MLLT1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF449HIT/@@download/ENCFF449HIT.bigBed	ENCODE	hg19
K562	MLLT1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF024YIP/@@download/ENCFF024YIP.bigWig	ENCODE	hg19
K562	ZBTB33	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF885VCM/@@download/ENCFF885VCM.bigBed	ENCODE	hg19
K562	ZBTB33	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF563KAU/@@download/ENCFF563KAU.bigWig	ENCODE	hg19
K562	DPF2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF547VWB/@@download/ENCFF547VWB.bigBed	ENCODE	hg19
K562	DPF2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF950HQL/@@download/ENCFF950HQL.bigWig	ENCODE	hg19
K562	YY1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF853DHJ/@@download/ENCFF853DHJ.bigBed	ENCODE	hg19
K562	YY1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF480ZET/@@download/ENCFF480ZET.bigWig	ENCODE	hg19
K562	E2F8	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF809XKT/@@download/ENCFF809XKT.bigBed	ENCODE	hg19
K562	E2F8	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF092WDH/@@download/ENCFF092WDH.bigWig	ENCODE	hg19
K562	NBN	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF671VCR/@@download/ENCFF671VCR.bigBed	ENCODE	hg19
K562	NBN	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF676AOK/@@download/ENCFF676AOK.bigWig	ENCODE	hg19
K562	MITF	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF272SYB/@@download/ENCFF272SYB.bigBed	ENCODE	hg19
K562	MITF	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF427TQP/@@download/ENCFF427TQP.bigWig	ENCODE	hg19
K562	SIX5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF221LXI/@@download/ENCFF221LXI.bigBed	ENCODE	hg19
K562	SIX5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF925ZXV/@@download/ENCFF925ZXV.bigWig	ENCODE	hg19
K562	CBX3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF518DVK/@@download/ENCFF518DVK.bigBed	ENCODE	hg19
K562	CBX3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF630YDI/@@download/ENCFF630YDI.bigWig	ENCODE	hg19
K562	SIRT6	pseudoreplicated IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF584VGN/@@download/ENCFF584VGN.bigBed	ENCODE	hg19
K562	SIRT6	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF430LQG/@@download/ENCFF430LQG.bigWig	ENCODE	hg19
K562	MYBL2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF633DAY/@@download/ENCFF633DAY.bigBed	ENCODE	hg19
K562	MYBL2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF487KQK/@@download/ENCFF487KQK.bigWig	ENCODE	hg19
K562	BCLAF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF087GYK/@@download/ENCFF087GYK.bigBed	ENCODE	hg19
K562	BCLAF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF136RAF/@@download/ENCFF136RAF.bigWig	ENCODE	hg19
K562	TCF12	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF330ZKU/@@download/ENCFF330ZKU.bigBed	ENCODE	hg19
K562	TCF12	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF471XQM/@@download/ENCFF471XQM.bigWig	ENCODE	hg19
K562	ZNF318	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF030GAR/@@download/ENCFF030GAR.bigBed	ENCODE	hg19
K562	ZNF318	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF609CBO/@@download/ENCFF609CBO.bigWig	ENCODE	hg19
K562	CHD2	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF144HFE/@@download/ENCFF144HFE.bigBed	ENCODE	hg19
K562	H3K9ac	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF465MBP/@@download/ENCFF465MBP.bigBed	ENCODE	hg19
K562	H3K9ac	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF866KTJ/@@download/ENCFF866KTJ.bigWig	ENCODE	hg19
K562	HDAC1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF869LLT/@@download/ENCFF869LLT.bigBed	ENCODE	hg19
K562	HDAC1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF330MTO/@@download/ENCFF330MTO.bigWig	ENCODE	hg19
K562	BACH1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF556NSX/@@download/ENCFF556NSX.bigBed	ENCODE	hg19
K562	BACH1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF183XFF/@@download/ENCFF183XFF.bigWig	ENCODE	hg19
K562	RBM15	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF479OSE/@@download/ENCFF479OSE.bigBed	ENCODE	hg19
K562	RBM15	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF948XVB/@@download/ENCFF948XVB.bigWig	ENCODE	hg19
K562	HDAC2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF473DOH/@@download/ENCFF473DOH.bigBed	ENCODE	hg19
K562	HDAC2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF532SIS/@@download/ENCFF532SIS.bigWig	ENCODE	hg19
K562	XRCC4	peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF000ZDF/@@download/ENCFF000ZDF.bigBed	ENCODE	hg19
K562	SMARCB1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF252ARH/@@download/ENCFF252ARH.bigBed	ENCODE	hg19
K562	SMARCB1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF800FII/@@download/ENCFF800FII.bigWig	ENCODE	hg19
K562	POLR2AphosphoS2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF070WZH/@@download/ENCFF070WZH.bigBed	ENCODE	hg19
K562	POLR2AphosphoS2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF354XDX/@@download/ENCFF354XDX.bigWig	ENCODE	hg19
K562	ZMIZ1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF615IQF/@@download/ENCFF615IQF.bigBed	ENCODE	hg19
K562	ZMIZ1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF257YKB/@@download/ENCFF257YKB.bigWig	ENCODE	hg19
K562	THAP1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF901TDN/@@download/ENCFF901TDN.bigBed	ENCODE	hg19
K562	THAP1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF993AHY/@@download/ENCFF993AHY.bigWig	ENCODE	hg19
K562	MAFK	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF437JHE/@@download/ENCFF437JHE.bigBed	ENCODE	hg19
K562	MAFK	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF964KPV/@@download/ENCFF964KPV.bigWig	ENCODE	hg19
K562	NCOR1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF306SLO/@@download/ENCFF306SLO.bigBed	ENCODE	hg19
K562	NCOR1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF415WNK/@@download/ENCFF415WNK.bigWig	ENCODE	hg19
K562	MIER1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF937CUB/@@download/ENCFF937CUB.bigBed	ENCODE	hg19
K562	MIER1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF332DMO/@@download/ENCFF332DMO.bigWig	ENCODE	hg19
K562	PHF21A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF484KHM/@@download/ENCFF484KHM.bigBed	ENCODE	hg19
K562	PHF21A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF224PYH/@@download/ENCFF224PYH.bigWig	ENCODE	hg19
K562	CBFA2T2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF022ETM/@@download/ENCFF022ETM.bigBed	ENCODE	hg19
K562	CBFA2T2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF398DKE/@@download/ENCFF398DKE.bigWig	ENCODE	hg19
K562	CBFA2T3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF469ATT/@@download/ENCFF469ATT.bigBed	ENCODE	hg19
K562	CBFA2T3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF321EPM/@@download/ENCFF321EPM.bigWig	ENCODE	hg19
K562	ATF3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF836ZXF/@@download/ENCFF836ZXF.bigBed	ENCODE	hg19
K562	ATF3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF813RAT/@@download/ENCFF813RAT.bigWig	ENCODE	hg19
K562	UBTF	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF152VQZ/@@download/ENCFF152VQZ.bigBed	ENCODE	hg19
K562	UBTF	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF937HVX/@@download/ENCFF937HVX.bigWig	ENCODE	hg19
K562	SP1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF134ZBV/@@download/ENCFF134ZBV.bigBed	ENCODE	hg19
K562	SP1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF858NSY/@@download/ENCFF858NSY.bigWig	ENCODE	hg19
K562	GTF2B	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF827MSM/@@download/ENCFF827MSM.bigBed	ENCODE	hg19
K562	ZNF274	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF377DZZ/@@download/ENCFF377DZZ.bigBed	ENCODE	hg19
K562	ZNF274	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF296ZAW/@@download/ENCFF296ZAW.bigWig	ENCODE	hg19
K562	TAL1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF186YFH/@@download/ENCFF186YFH.bigBed	ENCODE	hg19
K562	TAL1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF822ERD/@@download/ENCFF822ERD.bigWig	ENCODE	hg19
K562	HCFC1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF402XBZ/@@download/ENCFF402XBZ.bigBed	ENCODE	hg19
K562	HCFC1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF633TLX/@@download/ENCFF633TLX.bigWig	ENCODE	hg19
K562	EP300	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF812KSD/@@download/ENCFF812KSD.bigBed	ENCODE	hg19
K562	EP300	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF152DJG/@@download/ENCFF152DJG.bigWig	ENCODE	hg19
K562	H3K9me1	pseudoreplicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF322CRR/@@download/ENCFF322CRR.bigBed	ENCODE	hg19
K562	H3K9me1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF526UWC/@@download/ENCFF526UWC.bigWig	ENCODE	hg19
K562	NRF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF824PFM/@@download/ENCFF824PFM.bigBed	ENCODE	hg19
K562	NRF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF027MWG/@@download/ENCFF027MWG.bigWig	ENCODE	hg19
K562	GATAD2A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF548QSU/@@download/ENCFF548QSU.bigBed	ENCODE	hg19
K562	GATAD2A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF269YNO/@@download/ENCFF269YNO.bigWig	ENCODE	hg19
K562	H3K4me1	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF320NKZ/@@download/ENCFF320NKZ.bigBed	ENCODE	hg19
K562	H3K4me1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF444SGK/@@download/ENCFF444SGK.bigWig	ENCODE	hg19
K562	ELK1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF096VSI/@@download/ENCFF096VSI.bigBed	ENCODE	hg19
K562	ELK1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF996CPV/@@download/ENCFF996CPV.bigWig	ENCODE	hg19
K562	SREBF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF653VOQ/@@download/ENCFF653VOQ.bigBed	ENCODE	hg19
K562	SREBF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF111BSU/@@download/ENCFF111BSU.bigWig	ENCODE	hg19
K562	SUZ12	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF276MCV/@@download/ENCFF276MCV.bigBed	ENCODE	hg19
K562	SUZ12	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF363DWX/@@download/ENCFF363DWX.bigWig	ENCODE	hg19
K562	CBX5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF961NDZ/@@download/ENCFF961NDZ.bigBed	ENCODE	hg19
K562	CBX5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF014XHT/@@download/ENCFF014XHT.bigWig	ENCODE	hg19
K562	CREB3L1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF540XNJ/@@download/ENCFF540XNJ.bigBed	ENCODE	hg19
K562	CREB3L1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF274RCD/@@download/ENCFF274RCD.bigWig	ENCODE	hg19
K562	POU5F1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF059TVQ/@@download/ENCFF059TVQ.bigBed	ENCODE	hg19
K562	POU5F1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF579RNC/@@download/ENCFF579RNC.bigWig	ENCODE	hg19
K562	TCF7L2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF394FGG/@@download/ENCFF394FGG.bigBed	ENCODE	hg19
K562	TCF7L2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF899DYD/@@download/ENCFF899DYD.bigWig	ENCODE	hg19
K562	TCF7	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF948XAQ/@@download/ENCFF948XAQ.bigBed	ENCODE	hg19
K562	TCF7	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF005PNR/@@download/ENCFF005PNR.bigWig	ENCODE	hg19
K562	ATF7	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF107YHW/@@download/ENCFF107YHW.bigBed	ENCODE	hg19
K562	ATF7	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF249KVC/@@download/ENCFF249KVC.bigWig	ENCODE	hg19
K562	ATF2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF413RJJ/@@download/ENCFF413RJJ.bigBed	ENCODE	hg19
K562	ATF2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF454KQY/@@download/ENCFF454KQY.bigWig	ENCODE	hg19
K562	DDX20	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF584LRJ/@@download/ENCFF584LRJ.bigBed	ENCODE	hg19
K562	DDX20	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF038EVN/@@download/ENCFF038EVN.bigWig	ENCODE	hg19
K562	NR2C1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF493MEL/@@download/ENCFF493MEL.bigBed	ENCODE	hg19
K562	NR2C1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF490IPR/@@download/ENCFF490IPR.bigWig	ENCODE	hg19
K562	ZBTB5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF946KIR/@@download/ENCFF946KIR.bigBed	ENCODE	hg19
K562	ZBTB5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF915YAW/@@download/ENCFF915YAW.bigWig	ENCODE	hg19
K562	GTF3C2	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF943SAN/@@download/ENCFF943SAN.bigBed	ENCODE	hg19
K562	NEUROD1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF872LIG/@@download/ENCFF872LIG.bigBed	ENCODE	hg19
K562	NEUROD1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF733OEF/@@download/ENCFF733OEF.bigWig	ENCODE	hg19
K562	NR2C2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF230UMV/@@download/ENCFF230UMV.bigBed	ENCODE	hg19
K562	NR2C2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF573HAI/@@download/ENCFF573HAI.bigWig	ENCODE	hg19
